ENSP00000342313 7.7394
ENSP00000317992 7.4956
ENSP00000368678 7.7672
ENSP00000353094 7.5612
ENSP00000383719 7.2701
ENSP00000346733 7.6930
ENSP00000413493 7.5831
ENSP00000343890 7.7350
ENSP00000368169 7.7338
ENSP00000307887 7.8920
ENSP00000383611 7.4955
ENSP00000341082 7.3604
ENSP00000311766 7.7066
ENSP00000368030 7.7115
ENSP00000291386 7.2652
ENSP00000426103 7.8751
ENSP00000464036 7.3973
ENSP00000384442 7.3766
ENSP00000367830 7.3941
ENSP00000302088 7.1506
ENSP00000288774 7.7419
ENSP00000367727 7.5525
ENSP00000394405 7.7479
ENSP00000367629 7.5987
ENSP00000367595 7.5677
ENSP00000270708 7.3758
ENSP00000367545 7.6516
ENSP00000367498 7.6655
ENSP00000367454 7.4717
ENSP00000367398 7.4561
ENSP00000367323 7.5333
ENSP00000346088 7.0813
ENSP00000343552 7.3525
ENSP00000367086 7.6026
ENSP00000367059 7.8336
ENSP00000366934 7.1813
ENSP00000366800 7.2148
ENSP00000054666 7.0248
ENSP00000340278 7.1342
ENSP00000338629 7.4437
ENSP00000234590 7.4196
ENSP00000366620 7.5436
ENSP00000306328 7.1024
ENSP00000344503 7.6771
ENSP00000366466 7.4981
ENSP00000366418 6.7692
ENSP00000366410 7.0118
ENSP00000294435 7.1043
ENSP00000343001 7.1104
ENSP00000263934 7.0705
ENSP00000270776 7.2835
ENSP00000308583 7.0113
ENSP00000366237 7.2365
ENSP00000349016 7.4871
ENSP00000240185 7.0418
ENSP00000366156 7.6441
ENSP00000366135 7.0773
ENSP00000354558 7.2326
ENSP00000366006 7.4149
ENSP00000346240 7.6898
ENSP00000251547 7.5022
ENSP00000365944 7.3919
ENSP00000235310 7.4009
ENSP00000319713 7.5162
ENSP00000365775 7.4408
ENSP00000234488 7.3255
ENSP00000365756 7.7376
ENSP00000196061 7.5100
ENSP00000235329 7.3174
ENSP00000365370 7.1222
ENSP00000235372 7.0125
ENSP00000365147 7.9033
ENSP00000365007 7.0108
ENSP00000364986 7.5596
ENSP00000417748 7.0698
ENSP00000364956 7.4458
ENSP00000364912 7.1131
ENSP00000351209 7.6464
ENSP00000383866 7.4590
ENSP00000391942 7.3540
ENSP00000364691 7.7574
ENSP00000364649 7.1921
ENSP00000364582 7.5857
ENSP00000355060 7.5660
ENSP00000364555 7.5056
ENSP00000383505 7.6372
ENSP00000290597 7.6614
ENSP00000364403 7.1851
ENSP00000420608 7.2471
ENSP00000364320 7.2441
ENSP00000235835 7.6817
ENSP00000264202 7.1476
ENSP00000325562 7.0404
ENSP00000294543 7.4602
ENSP00000364261 7.2461
ENSP00000264198 7.4044
ENSP00000364188 7.4348
ENSP00000312625 7.0855
ENSP00000364028 7.4402
ENSP00000290101 7.5013
ENSP00000309262 6.8858
ENSP00000314458 6.9279
ENSP00000364798 7.1409
ENSP00000363763 7.5718
ENSP00000383042 7.1257
ENSP00000303758 7.0927
ENSP00000363745 6.9835
ENSP00000363689 7.6359
ENSP00000363676 7.3480
ENSP00000395574 7.1882
ENSP00000246151 7.2508
ENSP00000363638 7.4510
ENSP00000363621 7.5179
ENSP00000363614 7.2359
ENSP00000363603 7.1825
ENSP00000420195 6.9118
ENSP00000363520 7.3242
ENSP00000326261 7.0227
ENSP00000363500 7.0011
ENSP00000236273 7.0416
ENSP00000363478 6.9717
ENSP00000363463 7.0199
ENSP00000363458 7.5325
ENSP00000355141 7.6116
ENSP00000363418 7.1533
ENSP00000410452 7.0281
ENSP00000363384 7.6603
ENSP00000252992 7.0959
ENSP00000270792 7.5090
ENSP00000353104 7.2519
ENSP00000355228 7.2386
ENSP00000435412 7.4748
ENSP00000320485 7.4170
ENSP00000340989 7.6682
ENSP00000363250 7.5226
ENSP00000319664 7.4122
ENSP00000319179 7.4929
ENSP00000263980 7.5567
ENSP00000355317 7.3969
ENSP00000363189 7.5610
ENSP00000350195 7.6273
ENSP00000363115 7.5012
ENSP00000010299 7.1370
ENSP00000363054 7.0708
ENSP00000311677 7.1874
ENSP00000363021 7.0827
ENSP00000363001 7.3335
ENSP00000362978 6.8916
ENSP00000263697 6.9490
ENSP00000335203 7.3653
ENSP00000253063 7.5299
ENSP00000362948 7.1474
ENSP00000362942 6.9895
ENSP00000362937 7.4388
ENSP00000362936 7.2089
ENSP00000294409 7.1010
ENSP00000362918 7.0273
ENSP00000345259 6.9153
ENSP00000362900 7.3583
ENSP00000263702 7.3171
ENSP00000391723 7.0738
ENSP00000263694 7.0558
ENSP00000343557 7.0347
ENSP00000362807 7.3585
ENSP00000344909 6.8230
ENSP00000313829 7.3242
ENSP00000362728 7.0918
ENSP00000362711 7.3649
ENSP00000362688 7.2638
ENSP00000362649 7.2182
ENSP00000362638 7.6354
ENSP00000397759 7.3183
ENSP00000417677 6.8257
ENSP00000362592 6.8546
ENSP00000383851 7.6362
ENSP00000362576 7.1995
ENSP00000362566 7.5688
ENSP00000346921 7.2367
ENSP00000362527 7.6713
ENSP00000257118 7.4323
ENSP00000428541 7.3950
ENSP00000352920 6.6896
ENSP00000349748 7.2998
ENSP00000322915 6.8515
ENSP00000318406 7.0728
ENSP00000348394 7.6069
ENSP00000362334 7.1733
ENSP00000312995 6.8377
ENSP00000362306 6.9879
ENSP00000362300 7.3585
ENSP00000362287 6.9261
ENSP00000362273 7.5397
ENSP00000362261 7.1794
ENSP00000362244 7.6959
ENSP00000346634 7.0849
ENSP00000235532 7.1347
ENSP00000362208 7.2513
ENSP00000362166 7.1833
ENSP00000296215 7.2823
ENSP00000362153 7.0002
ENSP00000350704 7.2109
ENSP00000316121 7.1729
ENSP00000362136 7.7298
ENSP00000362135 7.7588
ENSP00000362133 8.0529
ENSP00000362115 7.0898
ENSP00000362110 7.0144
ENSP00000362107 7.3391
ENSP00000362105 7.0133
ENSP00000362092 7.0697
ENSP00000380702 7.0569
ENSP00000362058 7.0496
ENSP00000354573 7.0018
ENSP00000431179 7.0272
ENSP00000361949 7.2658
ENSP00000361935 7.5818
ENSP00000361918 7.1878
ENSP00000321810 7.1026
ENSP00000361878 7.1109
ENSP00000394863 7.1385
ENSP00000361857 6.7465
ENSP00000361845 6.8707
ENSP00000361803 7.0897
ENSP00000399664 6.9187
ENSP00000396620 7.2340
ENSP00000361699 7.0177
ENSP00000361672 8.0702
ENSP00000361642 7.4257
ENSP00000306614 7.1560
ENSP00000361626 7.3550
ENSP00000296388 7.3718
ENSP00000361603 7.2738
ENSP00000361599 6.9964
ENSP00000416293 7.6181
ENSP00000407323 7.2509
ENSP00000308450 7.3462
ENSP00000361536 7.2335
ENSP00000290663 7.1256
ENSP00000457168 7.2831
ENSP00000361502 7.5814
ENSP00000353030 7.5684
ENSP00000361473 7.1243
ENSP00000361418 7.3331
ENSP00000255108 7.3433
ENSP00000353791 7.5259
ENSP00000312697 7.4661
ENSP00000361331 7.2725
ENSP00000347548 7.2781
ENSP00000361298 7.1757
ENSP00000379888 7.4756
ENSP00000353575 6.9804
ENSP00000361245 7.4850
ENSP00000246337 7.2939
ENSP00000361170 7.3903
ENSP00000361162 7.2372
ENSP00000383840 7.2945
ENSP00000262746 7.0852
ENSP00000312606 7.2759
ENSP00000255120 6.9306
ENSP00000290795 7.0204
ENSP00000379739 6.8387
ENSP00000354671 7.3052
ENSP00000262741 6.8991
ENSP00000361052 7.3489
ENSP00000343298 7.3678
ENSP00000309565 7.0136
ENSP00000419740 7.1887
ENSP00000243167 7.5598
ENSP00000361014 7.2310
ENSP00000361005 7.3817
ENSP00000361001 6.9809
ENSP00000360968 7.1348
ENSP00000360939 7.1022
ENSP00000349594 7.1697
ENSP00000360843 6.8944
ENSP00000262662 7.1561
ENSP00000406144 7.3148
ENSP00000360798 6.8118
ENSP00000412733 6.8809
ENSP00000346890 6.9056
ENSP00000360718 7.2888
ENSP00000360688 6.9990
ENSP00000360664 6.8942
ENSP00000287727 6.8454
ENSP00000360642 7.4037
ENSP00000360621 7.1094
ENSP00000257181 7.1231
ENSP00000257177 6.8074
ENSP00000354677 7.5725
ENSP00000360593 7.2450
ENSP00000294353 6.8842
ENSP00000360569 6.9545
ENSP00000360541 7.2489
ENSP00000294360 7.3445
ENSP00000360525 6.9917
ENSP00000303634 7.3899
ENSP00000360483 6.8764
ENSP00000072644 6.9607
ENSP00000194214 6.7689
ENSP00000318185 7.0576
ENSP00000354086 7.3364
ENSP00000360371 7.2424
ENSP00000360329 7.0312
ENSP00000360327 7.3363
ENSP00000360316 7.5009
ENSP00000294383 6.9037
ENSP00000360296 7.3922
ENSP00000360290 6.8900
ENSP00000360270 6.7739
ENSP00000418734 6.7739
ENSP00000360252 6.7867
ENSP00000360231 7.0586
ENSP00000360200 6.9026
ENSP00000343526 6.7060
ENSP00000340742 6.8007
ENSP00000322159 6.6999
ENSP00000360149 6.7496
ENSP00000360133 6.7203
ENSP00000360124 7.1648
ENSP00000360120 7.1121
ENSP00000290039 7.0570
ENSP00000360112 6.9928
ENSP00000343204 7.1155
ENSP00000322175 7.1534
ENSP00000378735 7.0146
ENSP00000330393 6.7672
ENSP00000332116 6.9293
ENSP00000383820 6.7233
ENSP00000360034 7.0936
ENSP00000360021 6.9307
ENSP00000346829 7.1598
ENSP00000412292 6.6853
ENSP00000035383 6.8867
ENSP00000359990 6.7265
ENSP00000359988 6.9736
ENSP00000359982 7.0141
ENSP00000359976 6.9267
ENSP00000359958 6.8119
ENSP00000359935 6.7795
ENSP00000450895 6.8794
ENSP00000339399 6.9279
ENSP00000359904 6.9245
ENSP00000409612 6.8218
ENSP00000317473 6.7843
ENSP00000359848 6.8173
ENSP00000359837 6.7435
ENSP00000350009 6.7148
ENSP00000359827 6.8402
ENSP00000333938 6.7057
ENSP00000359804 6.9015
ENSP00000359799 6.8059
ENSP00000322270 6.8942
ENSP00000359719 6.8243
ENSP00000359688 6.9893
ENSP00000359675 7.0822
ENSP00000359664 6.9498
ENSP00000340279 6.7270
ENSP00000340594 6.9479
ENSP00000419417 7.2980
ENSP00000284031 7.3314
ENSP00000359606 6.9470
ENSP00000418744 6.8544
ENSP00000328729 6.9898
ENSP00000359581 6.9631
ENSP00000359579 6.8438
ENSP00000359552 6.7333
ENSP00000359531 6.9112
ENSP00000260508 6.8170
ENSP00000318415 6.8361
ENSP00000359490 7.0829
ENSP00000332674 6.9791
ENSP00000359483 6.9676
ENSP00000338887 6.9383
ENSP00000340796 6.8675
ENSP00000337008 6.7136
ENSP00000234626 6.8305
ENSP00000359385 6.6772
ENSP00000359356 6.7688
ENSP00000359345 7.0895
ENSP00000359321 6.7887
ENSP00000359305 6.9920
ENSP00000359299 6.9432
ENSP00000359290 6.8621
ENSP00000271234 6.8341
ENSP00000411010 6.8106
ENSP00000359258 6.9569
ENSP00000260526 6.7473
ENSP00000359233 6.9084
ENSP00000359225 7.0191
ENSP00000412788 6.8306
ENSP00000359211 6.9684
ENSP00000304429 6.9546
ENSP00000294724 6.7647
ENSP00000359174 6.7141
ENSP00000287482 6.7236
ENSP00000359160 6.8277
ENSP00000359151 6.8859
ENSP00000260563 6.9816
ENSP00000350278 6.8441
ENSP00000359127 6.8822
ENSP00000391432 6.7862
ENSP00000359095 7.7199
ENSP00000359073 6.8499
ENSP00000457733 7.0010
ENSP00000359042 6.9813
ENSP00000359025 6.8186
ENSP00000264126 6.7905
ENSP00000349456 6.9116
ENSP00000383599 6.7852
ENSP00000234677 7.2418
ENSP00000271332 7.4921
ENSP00000358919 7.3202
ENSP00000256637 7.1467
ENSP00000271308 7.0544
ENSP00000358888 7.4976
ENSP00000358867 6.9773
ENSP00000256578 7.5620
ENSP00000241337 7.2640
ENSP00000311469 7.2755
ENSP00000256594 7.1671
ENSP00000358814 7.1913
ENSP00000358810 7.3284
ENSP00000358799 7.2990
ENSP00000256644 7.2910
ENSP00000358778 6.7898
ENSP00000286692 6.8587
ENSP00000349696 6.8174
ENSP00000235090 7.2370
ENSP00000358737 7.0488
ENSP00000348786 6.8915
ENSP00000358716 6.9628
ENSP00000271277 7.0708
ENSP00000263168 6.9686
ENSP00000350028 7.3932
ENSP00000285735 7.4999
ENSP00000358640 6.9988
ENSP00000355396 6.9543
ENSP00000304604 6.9769
ENSP00000261441 7.0916
ENSP00000256658 7.0168
ENSP00000351250 7.0078
ENSP00000358554 6.9309
ENSP00000376957 6.8555
ENSP00000358548 6.9524
ENSP00000407724 6.9607
ENSP00000358541 7.1081
ENSP00000310800 7.2588
ENSP00000295598 7.1800
ENSP00000358501 6.7855
ENSP00000321184 7.4249
ENSP00000376899 7.3489
ENSP00000358478 6.9808
ENSP00000348959 6.8649
ENSP00000358451 6.8335
ENSP00000308179 6.9169
ENSP00000235521 7.2229
ENSP00000358417 7.4326
ENSP00000358320 7.2151
ENSP00000358262 7.0246
ENSP00000358363 7.0719
ENSP00000358126 6.9535
ENSP00000358120 7.3654
ENSP00000358060 7.1788
ENSP00000358022 7.5898
ENSP00000341743 7.1824
ENSP00000271732 6.9878
ENSP00000357981 6.9948
ENSP00000351407 7.0704
ENSP00000271640 7.1461
ENSP00000271688 7.2652
ENSP00000354669 7.1486
ENSP00000271620 7.0616
ENSP00000357917 7.1445
ENSP00000357901 7.1170
ENSP00000357904 7.1876
ENSP00000357887 7.2485
ENSP00000357883 7.0964
ENSP00000357879 7.3056
ENSP00000319829 7.4309
ENSP00000290524 7.2106
ENSP00000357861 7.4033
ENSP00000290541 7.3079
ENSP00000271715 7.1027
ENSP00000271636 7.3479
ENSP00000357842 7.2528
ENSP00000357836 7.1625
ENSP00000357823 7.4421
ENSP00000357812 7.0257
ENSP00000357804 7.0369
ENSP00000357799 7.0378
ENSP00000271638 7.1750
ENSP00000344822 7.2738
ENSP00000357683 7.3241
ENSP00000357674 7.4686
ENSP00000355011 7.0497
ENSP00000318641 7.1950
ENSP00000357650 7.5774
ENSP00000357644 7.1036
ENSP00000354597 7.4462
ENSP00000357622 7.3381
ENSP00000357564 7.3247
ENSP00000357555 7.0055
ENSP00000357516 7.1670
ENSP00000357507 7.1794
ENSP00000355343 7.1411
ENSP00000329002 7.0727
ENSP00000292211 7.3133
ENSP00000357459 7.1399
ENSP00000357452 7.4643
ENSP00000357448 7.3917
ENSP00000357442 7.4991
ENSP00000401303 7.4012
ENSP00000311083 7.0143
ENSP00000292180 7.3004
ENSP00000292176 7.5592
ENSP00000357384 7.5141
ENSP00000295682 7.4776
ENSP00000357360 7.5763
ENSP00000314508 7.2814
ENSP00000307275 7.3396
ENSP00000354856 7.2342
ENSP00000349078 7.3129
ENSP00000376204 6.9088
ENSP00000245564 7.2318
ENSP00000341692 7.0420
ENSP00000271883 7.0412
ENSP00000357306 7.0493
ENSP00000357304 7.0528
ENSP00000354837 7.4665
ENSP00000357292 7.4511
ENSP00000357288 7.4885
ENSP00000432845 7.8658
ENSP00000357283 7.6716
ENSP00000352497 7.3682
ENSP00000458021 7.4491
ENSP00000355261 7.2898
ENSP00000354553 7.3183
ENSP00000295688 7.2247
ENSP00000271555 7.4713
ENSP00000354451 7.3315
ENSP00000357218 7.4424
ENSP00000396441 7.1593
ENSP00000357206 7.3028
ENSP00000357204 7.3601
ENSP00000323424 7.2175
ENSP00000354525 7.3119
ENSP00000357189 7.3334
ENSP00000271526 7.4108
ENSP00000357177 7.2941
ENSP00000357175 7.2453
ENSP00000352138 7.4996
ENSP00000357113 6.9262
ENSP00000357106 7.3385
ENSP00000357075 7.4367
ENSP00000357069 7.1799
ENSP00000353660 7.3731
ENSP00000318227 7.2058
ENSP00000451235 7.1690
ENSP00000357051 7.1333
ENSP00000357048 7.1484
ENSP00000294785 7.1349
ENSP00000357040 7.5275
ENSP00000289779 7.2432
ENSP00000356989 7.3902
ENSP00000356988 7.1631
ENSP00000356982 7.1116
ENSP00000343943 7.3029
ENSP00000320965 7.2648
ENSP00000356972 7.1781
ENSP00000356966 7.2736
ENSP00000356953 7.1441
ENSP00000271450 7.1542
ENSP00000310219 7.6640
ENSP00000351497 7.2184
ENSP00000356920 7.0689
ENSP00000355133 7.4417
ENSP00000420270 7.0888
ENSP00000356903 6.9308
ENSP00000356898 7.1319
ENSP00000254521 7.0476
ENSP00000271452 6.8145
ENSP00000405890 7.2922
ENSP00000352900 7.2374
ENSP00000356859 7.2501
ENSP00000346827 7.1537
ENSP00000375975 7.0041
ENSP00000356853 7.3655
ENSP00000356849 7.2207
ENSP00000356848 7.0061
ENSP00000356840 7.1432
ENSP00000359540 7.5621
ENSP00000352513 7.1699
ENSP00000271373 7.0315
ENSP00000356814 6.7910
ENSP00000356807 6.8558
ENSP00000271375 7.0382
ENSP00000356789 7.1498
ENSP00000356785 6.8552
ENSP00000236137 7.2055
ENSP00000286031 6.7819
ENSP00000307077 6.7385
ENSP00000356744 6.8753
ENSP00000354560 6.7887
ENSP00000356737 6.9253
ENSP00000356729 7.0945
ENSP00000343629 6.8678
ENSP00000236192 6.7667
ENSP00000354920 7.2973
ENSP00000342026 7.1969
ENSP00000355086 6.9329
ENSP00000258349 6.8902
ENSP00000251507 6.8171
ENSP00000356652 6.9034
ENSP00000420714 7.1884
ENSP00000356641 7.0383
ENSP00000356621 7.0886
ENSP00000356607 6.7708
ENSP00000263733 7.1406
ENSP00000356599 7.4180
ENSP00000427562 7.1311
ENSP00000356591 6.9589
ENSP00000356584 6.9876
ENSP00000393292 6.8537
ENSP00000356579 6.7802
ENSP00000356574 7.4978
ENSP00000356567 7.0687
ENSP00000356562 7.0268
ENSP00000258301 7.0046
ENSP00000307900 7.2872
ENSP00000356530 7.0124
ENSP00000356520 6.9302
ENSP00000258341 7.1549
ENSP00000264144 7.1451
ENSP00000425133 6.9749
ENSP00000352918 7.2173
ENSP00000354960 7.2558
ENSP00000355299 7.1169
ENSP00000235307 6.9302
ENSP00000318147 6.8548
ENSP00000356481 7.1475
ENSP00000356480 6.8306
ENSP00000356476 6.8813
ENSP00000356468 6.8304
ENSP00000356448 6.7649
ENSP00000287859 6.7346
ENSP00000356436 6.8369
ENSP00000356425 6.7875
ENSP00000356411 6.8064
ENSP00000356405 6.8984
ENSP00000356379 6.7857
ENSP00000356366 6.8498
ENSP00000356355 6.7645
ENSP00000294740 6.9849
ENSP00000356319 6.7382
ENSP00000330460 6.8814
ENSP00000351684 6.7827
ENSP00000356311 7.6167
ENSP00000328494 7.5738
ENSP00000345079 7.4878
ENSP00000356265 7.4027
ENSP00000354742 7.1470
ENSP00000356256 7.0273
ENSP00000295640 7.4295
ENSP00000272217 7.3613
ENSP00000356243 6.9290
ENSP00000356236 7.4635
ENSP00000356231 7.3372
ENSP00000356230 7.0456
ENSP00000341785 7.2105
ENSP00000356218 7.3514
ENSP00000350310 7.2654
ENSP00000333253 6.9357
ENSP00000400591 7.0636
ENSP00000356155 7.3799
ENSP00000264515 6.9409
ENSP00000423665 7.4852
ENSP00000356110 6.9640
ENSP00000235932 7.1944
ENSP00000352447 7.2943
ENSP00000356047 7.1745
ENSP00000326813 7.1038
ENSP00000356037 6.9177
ENSP00000316333 6.9637
ENSP00000313875 6.8802
ENSP00000356000 7.4396
ENSP00000348384 7.4248
ENSP00000355988 7.2657
ENSP00000419005 7.0367
ENSP00000413929 7.0430
ENSP00000261464 7.0025
ENSP00000355968 7.1685
ENSP00000355963 6.8033
ENSP00000355961 6.8842
ENSP00000355958 6.9581
ENSP00000261461 6.9288
ENSP00000438863 7.2758
ENSP00000355955 7.6444
ENSP00000344352 7.1974
ENSP00000243440 7.4931
ENSP00000355944 7.0300
ENSP00000431376 6.9339
ENSP00000355938 7.2426
ENSP00000355929 6.7960
ENSP00000355927 6.8230
ENSP00000355924 7.1549
ENSP00000355923 7.2770
ENSP00000355922 6.8009
ENSP00000259154 6.8426
ENSP00000355902 6.8854
ENSP00000355899 6.8851
ENSP00000355895 6.7673
ENSP00000355890 6.8852
ENSP00000318852 6.9242
ENSP00000351832 6.8370
ENSP00000355884 6.9344
ENSP00000355880 7.3276
ENSP00000355877 7.4564
ENSP00000327072 6.7989
ENSP00000340900 6.8521
ENSP00000339161 6.8708
ENSP00000343742 6.7213
ENSP00000295006 7.3620
ENSP00000341957 6.9925
ENSP00000316476 6.9648
ENSP00000281701 6.9115
ENSP00000420443 6.9102
ENSP00000408108 6.9948
ENSP00000272163 6.9408
ENSP00000355809 6.9815
ENSP00000305230 7.0118
ENSP00000272167 7.3408
ENSP00000342502 7.5225
ENSP00000272091 7.1065
ENSP00000355778 7.3421
ENSP00000355777 7.1180
ENSP00000329102 6.7842
ENSP00000355759 7.2966
ENSP00000272117 7.5351
ENSP00000355739 7.5385
ENSP00000355731 6.7945
ENSP00000355721 7.2609
ENSP00000355720 7.5292
ENSP00000272102 7.5487
ENSP00000272139 7.7917
ENSP00000355692 7.4774
ENSP00000355689 7.6922
ENSP00000355672 7.8440
ENSP00000455507 7.6287
ENSP00000284551 7.7627
ENSP00000355645 7.7649
ENSP00000261396 6.8847
ENSP00000355637 7.4164
ENSP00000258281 7.1713
ENSP00000258243 7.1015
ENSP00000355632 7.3207
ENSP00000355629 6.9443
ENSP00000355623 7.6700
ENSP00000355621 7.0023
ENSP00000312458 7.0366
ENSP00000355609 7.0443
ENSP00000355607 6.9062
ENSP00000355601 7.6421
ENSP00000355599 6.7846
ENSP00000262861 7.1529
ENSP00000355587 7.1024
ENSP00000355580 7.4548
ENSP00000355572 7.0027
ENSP00000040877 7.1238
ENSP00000355568 7.8430
ENSP00000386226 6.9923
ENSP00000264183 6.7602
